"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.taskId","Input.initial_state_description","Input.answer_idx","Input.screen_url_1","Input.screen_url_2","Input.screen_url_3","Input.screen_url_4","Answer.initial_state_select","Answer.taskId","Answer.test","Approve","Reject"
"3LAZVA75NK95CP2JV9EMGC4Z985O2R","307F0QTJA4MBMRIQVZNM9OQOCF98AK","Select the most appropriate initial scene","Select which initial scene is best described by the given caption","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:37:32 PST 2019","3","BatchId:3864098;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:37:32 PST 2019","","","38YMOXR4MXH4MJRGZZM1B3TJ9WQ6WF","A1YSYI926BBOHW","Submitted","Mon Dec 09 13:39:19 PST 2019","Mon Dec 09 13:43:59 PST 2019","Mon Dec 09 16:43:59 PST 2019","","","","280","100% (392/392)","100% (193/193)","100% (114/114)","00000-038","There are three balls like red , blue and green ball . The green ball is slightly greater than than other two ball . The balls are fall to the bottom than the right end and the blue ball about almost at the same level with the blue ball farthest to the right and the green ball to it  s left . The red ball is suspended a little lower than the blue ball , and the blue ball is suspended just to the right of it  s left side of the wall and the green ball is suspended at the top of the graph and the green ball is suspended at the same height of the green ball on the right side of the green and red ball that  s directly below the green ball slightly to its left and the blue ball is placed towards right .","4","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00015/058/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00011/908/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00002/068/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/038/0.png","4","00000-038","2"
"3LAZVA75NK95CP2JV9EMGC4Z985O2R","307F0QTJA4MBMRIQVZNM9OQOCF98AK","Select the most appropriate initial scene","Select which initial scene is best described by the given caption","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:37:32 PST 2019","3","BatchId:3864098;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:37:32 PST 2019","","","3IAEQB9FMH237S6V9MUFH93BQIADWB","APGX2WZ59OWDN","Submitted","Mon Dec 09 13:37:38 PST 2019","Mon Dec 09 13:39:14 PST 2019","Mon Dec 09 16:39:14 PST 2019","","","","96","100% (183/183)","100% (3/3)","100% (1/1)","00000-038","There are three balls like red , blue and green ball . The green ball is slightly greater than than other two ball . The balls are fall to the bottom than the right end and the blue ball about almost at the same level with the blue ball farthest to the right and the green ball to it  s left . The red ball is suspended a little lower than the blue ball , and the blue ball is suspended just to the right of it  s left side of the wall and the green ball is suspended at the top of the graph and the green ball is suspended at the same height of the green ball on the right side of the green and red ball that  s directly below the green ball slightly to its left and the blue ball is placed towards right .","4","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00015/058/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00011/908/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00002/068/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/038/0.png","4","00000-038","2"
"3LAZVA75NK95CP2JV9EMGC4Z985O2R","307F0QTJA4MBMRIQVZNM9OQOCF98AK","Select the most appropriate initial scene","Select which initial scene is best described by the given caption","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:37:32 PST 2019","3","BatchId:3864098;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:37:32 PST 2019","","","3QHK8ZVMIP0UH1WCRCW7D8YVPQULBJ","A9HQ3E0F2AGVO","Submitted","Mon Dec 09 13:37:36 PST 2019","Mon Dec 09 13:39:19 PST 2019","Mon Dec 09 16:39:19 PST 2019","","","","103","100% (1076/1076)","100% (319/319)","100% (214/214)","00000-038","There are three balls like red , blue and green ball . The green ball is slightly greater than than other two ball . The balls are fall to the bottom than the right end and the blue ball about almost at the same level with the blue ball farthest to the right and the green ball to it  s left . The red ball is suspended a little lower than the blue ball , and the blue ball is suspended just to the right of it  s left side of the wall and the green ball is suspended at the top of the graph and the green ball is suspended at the same height of the green ball on the right side of the green and red ball that  s directly below the green ball slightly to its left and the blue ball is placed towards right .","4","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00015/058/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00011/908/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00002/068/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/038/0.png","4","00000-038","2"
"3A520CCNWPI851KYEA45HITJHUREAK","307F0QTJA4MBMRIQVZNM9OQOCF98AK","Select the most appropriate initial scene","Select which initial scene is best described by the given caption","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:37:32 PST 2019","3","BatchId:3864098;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:37:32 PST 2019","","","3IFS6Q0HJL1R8M58HVLPBHG3CAMIS3","APGX2WZ59OWDN","Submitted","Mon Dec 09 13:37:35 PST 2019","Mon Dec 09 13:38:47 PST 2019","Mon Dec 09 16:38:47 PST 2019","","","","72","100% (183/183)","100% (3/3)","100% (1/1)","00000-062","A green ball hovers at the top right . A red ball is right below it hovering . A black bar is right below it hovering . A purple bar is the floor . blue bar is hovering at the bottom center right . A big black bar goes from both walls and is at the bottom center . A black ball is on the big black bar at the center right . A big black bar goes from both walls and is at the bottom center . A black ball is on the big black bar at the center right . A big black bar goes from both walls and is at the bottom center . A black ball is on the big black bar at the center right . A blue bar is on the black bar . A red ball is on the big black bar .","1","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/062/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00002/187/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00013/020/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00020/012/0.png","4","00000-062","2"
"3A520CCNWPI851KYEA45HITJHUREAK","307F0QTJA4MBMRIQVZNM9OQOCF98AK","Select the most appropriate initial scene","Select which initial scene is best described by the given caption","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:37:32 PST 2019","3","BatchId:3864098;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:37:32 PST 2019","","","3SB4CE2TJYDKYL89ZHZZTR9CEHJAXZ","A2UHF7UL7G0Y78","Submitted","Mon Dec 09 13:37:35 PST 2019","Mon Dec 09 13:41:12 PST 2019","Mon Dec 09 16:41:12 PST 2019","","","","217","99% (539/544)","96% (124/129)","95% (96/101)","00000-062","A green ball hovers at the top right . A red ball is right below it hovering . A black bar is right below it hovering . A purple bar is the floor . blue bar is hovering at the bottom center right . A big black bar goes from both walls and is at the bottom center . A black ball is on the big black bar at the center right . A big black bar goes from both walls and is at the bottom center . A black ball is on the big black bar at the center right . A big black bar goes from both walls and is at the bottom center . A black ball is on the big black bar at the center right . A blue bar is on the black bar . A red ball is on the big black bar .","1","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/062/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00002/187/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00013/020/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00020/012/0.png","2","00000-062","2"
"3A520CCNWPI851KYEA45HITJHUREAK","307F0QTJA4MBMRIQVZNM9OQOCF98AK","Select the most appropriate initial scene","Select which initial scene is best described by the given caption","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:37:32 PST 2019","3","BatchId:3864098;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:37:32 PST 2019","","","3Y4W8Q93L22QS36QJCPJV7KXJ98DV1","A1YSYI926BBOHW","Submitted","Mon Dec 09 13:37:38 PST 2019","Mon Dec 09 13:37:58 PST 2019","Mon Dec 09 16:37:58 PST 2019","","","","20","100% (392/392)","100% (193/193)","100% (114/114)","00000-062","A green ball hovers at the top right . A red ball is right below it hovering . A black bar is right below it hovering . A purple bar is the floor . blue bar is hovering at the bottom center right . A big black bar goes from both walls and is at the bottom center . A black ball is on the big black bar at the center right . A big black bar goes from both walls and is at the bottom center . A black ball is on the big black bar at the center right . A big black bar goes from both walls and is at the bottom center . A black ball is on the big black bar at the center right . A blue bar is on the black bar . A red ball is on the big black bar .","1","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/062/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00002/187/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00013/020/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00020/012/0.png","2","00000-062","2"
"38RHULDV90XHSJPNBYQOKMO2161IW8","307F0QTJA4MBMRIQVZNM9OQOCF98AK","Select the most appropriate initial scene","Select which initial scene is best described by the given caption","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:37:32 PST 2019","3","BatchId:3864098;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:37:32 PST 2019","","","34S9DKFK767GI9S8DHQ6YB0LFUCNY2","A1YSYI926BBOHW","Submitted","Mon Dec 09 13:37:35 PST 2019","Mon Dec 09 13:38:40 PST 2019","Mon Dec 09 16:38:40 PST 2019","","","","65","100% (392/392)","100% (193/193)","100% (114/114)","00000-033","The green and blue ball are in the middle vertically with the green on the left . Below the green is a larger red , slight to the left of center of the green , and the blue ball is the same distance up on the right side . Directly below and to the right side of the blue is a small red ball . black vertical bar is to the left of the blue bar . red ball on the ground on the other side of a wall with a small hole . Beneath the blue is a split black wall and the purple floor is on the right side of the room on the other side of a split wall along with the purple floor . blue  s also on the right side of the room on the other side of a wall with a small hole .","4","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00015/426/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00003/098/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00011/908/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/033/0.png","4","00000-033","2"
"38RHULDV90XHSJPNBYQOKMO2161IW8","307F0QTJA4MBMRIQVZNM9OQOCF98AK","Select the most appropriate initial scene","Select which initial scene is best described by the given caption","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:37:32 PST 2019","3","BatchId:3864098;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:37:32 PST 2019","","","37UQDCYH60DABU5GSZMXVFA1XY67V3","A1GV0UZU0T2ORS","Submitted","Mon Dec 09 13:37:49 PST 2019","Mon Dec 09 13:44:36 PST 2019","Mon Dec 09 16:44:36 PST 2019","","","","407","100% (97/97)","100% (32/32)","100% (32/32)","00000-033","The green and blue ball are in the middle vertically with the green on the left . Below the green is a larger red , slight to the left of center of the green , and the blue ball is the same distance up on the right side . Directly below and to the right side of the blue is a small red ball . black vertical bar is to the left of the blue bar . red ball on the ground on the other side of a wall with a small hole . Beneath the blue is a split black wall and the purple floor is on the right side of the room on the other side of a split wall along with the purple floor . blue  s also on the right side of the room on the other side of a wall with a small hole .","4","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00015/426/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00003/098/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00011/908/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/033/0.png","4","00000-033","2"
"38RHULDV90XHSJPNBYQOKMO2161IW8","307F0QTJA4MBMRIQVZNM9OQOCF98AK","Select the most appropriate initial scene","Select which initial scene is best described by the given caption","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:37:32 PST 2019","3","BatchId:3864098;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:37:32 PST 2019","","","3IHR8NYAMAJ0NNQ14PFRMB19K8FP4G","A2S96ZZ70YFPSK","Submitted","Mon Dec 09 13:38:43 PST 2019","Mon Dec 09 13:41:48 PST 2019","Mon Dec 09 16:41:48 PST 2019","","","","185","100% (117/117)","100% (1/1)","100% (1/1)","00000-033","The green and blue ball are in the middle vertically with the green on the left . Below the green is a larger red , slight to the left of center of the green , and the blue ball is the same distance up on the right side . Directly below and to the right side of the blue is a small red ball . black vertical bar is to the left of the blue bar . red ball on the ground on the other side of a wall with a small hole . Beneath the blue is a split black wall and the purple floor is on the right side of the room on the other side of a split wall along with the purple floor . blue  s also on the right side of the room on the other side of a wall with a small hole .","4","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00015/426/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00003/098/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00011/908/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/033/0.png","4","00000-033","2"
"3BCRDCM0OFCA4Z05KJYWZ84258X6K6","307F0QTJA4MBMRIQVZNM9OQOCF98AK","Select the most appropriate initial scene","Select which initial scene is best described by the given caption","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:37:32 PST 2019","3","BatchId:3864098;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:37:32 PST 2019","","","358UUM7WR2LIINOZJFHNUILYCSSR7T","A1YSYI926BBOHW","Submitted","Mon Dec 09 13:37:39 PST 2019","Mon Dec 09 13:39:49 PST 2019","Mon Dec 09 16:39:49 PST 2019","","","","130","100% (392/392)","100% (193/193)","100% (114/114)","00000-097","There is a red ball suspended in the air . There is a green ball suspended above the red ball and a blue ball suspended at the same height of the green ball on the right side of it  s and blue ball suspended at the same height of the green ball on the right side of it . black bar at the bottom at the left side of the black bar on the ground . blue ball is placed in the middle of the wall and the green ball is placed little at the same height as the green ball . There is a blue ball , and the blue ball is placed in the middle of the wall which is shorter then black platform and placed below it . Red ball is placed over black platform and green ball is placed above the black platform . Red ball is bigger than green ball .","4","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00015/452/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00020/012/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00010/253/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/097/0.png","4","00000-097","2"
