"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.taskId","Input.goal","Input.simulation_description","Input.answer_idx","Input.screen_url_1","Input.screen_url_2","Input.screen_url_3","Input.screen_url_4","Answer.initial_state_select","Answer.taskId","Answer.test","Approve","Reject"
"3DTJ4WT8BFX969S6Q2K4YBKSQFFEZ2","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:21:58 PST 2019","3","BatchId:3864069;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:21:58 PST 2019","","","37FMASSAYF9SR0O669ZULS638LDIBD","A24LC97AU3QC7G","Submitted","Mon Dec 09 13:22:05 PST 2019","Mon Dec 09 13:24:11 PST 2019","Mon Dec 09 16:24:11 PST 2019","","","","126","100% (159/159)","100% (109/109)","100% (79/79)","00000-038","Add one ball to make sure the green ball is touching the blue ball.","The balls drop with the lower red hitting the ground first then the green hitting the right side of the red and being pushed to the right. The blue drops to the floor and the green ends up rolling into the blue ball.","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/038/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-2.png","3","00000-038","2"
"3DTJ4WT8BFX969S6Q2K4YBKSQFFEZ2","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:21:58 PST 2019","3","BatchId:3864069;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:21:58 PST 2019","","","3FE2ERCCZ0Q4RG0JN9U0097E1YROPZ","A1YSYI926BBOHW","Submitted","Mon Dec 09 13:22:19 PST 2019","Mon Dec 09 13:22:48 PST 2019","Mon Dec 09 16:22:48 PST 2019","","","","29","100% (392/392)","100% (193/193)","100% (114/114)","00000-038","Add one ball to make sure the green ball is touching the blue ball.","The balls drop with the lower red hitting the ground first then the green hitting the right side of the red and being pushed to the right. The blue drops to the floor and the green ends up rolling into the blue ball.","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/038/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-2.png","3","00000-038","2"
"3DTJ4WT8BFX969S6Q2K4YBKSQFFEZ2","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:21:58 PST 2019","3","BatchId:3864069;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:21:58 PST 2019","","","3L6L49WXW3FWUD8IKA6DO5WST7R45K","A3VOSFN1XRFF01","Submitted","Mon Dec 09 13:22:36 PST 2019","Mon Dec 09 13:25:10 PST 2019","Mon Dec 09 16:25:10 PST 2019","","","","154","100% (30/30)","0% (0/0)","0% (0/0)","00000-038","Add one ball to make sure the green ball is touching the blue ball.","The balls drop with the lower red hitting the ground first then the green hitting the right side of the red and being pushed to the right. The blue drops to the floor and the green ends up rolling into the blue ball.","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/038/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-2.png","3","00000-038","2"
"3SX4X51T82RUHSXN8O71MUNXLWEOAF","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:21:58 PST 2019","3","BatchId:3864069;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:21:58 PST 2019","","","33FBRBDW6RHICZ4ZBNJYJNI7NA8C86","A2UHF7UL7G0Y78","Submitted","Mon Dec 09 13:22:05 PST 2019","Mon Dec 09 13:23:13 PST 2019","Mon Dec 09 16:23:13 PST 2019","","","","68","99% (539/544)","96% (124/129)","95% (96/101)","00000-062","Add one ball to make sure the green ball is touching the blue ball.","The balls fall, and the tiny red ball lands first because it was closest to the ground. The blue ball falls on top of it and rolls off to the left. It continues to roll left until it touches the green ball which fell straight to the ground from its starting position.","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-2.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/062/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-1.png","3","00000-062","2"
"3SX4X51T82RUHSXN8O71MUNXLWEOAF","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:21:58 PST 2019","3","BatchId:3864069;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:21:58 PST 2019","","","3M1CVSFP63N0PO7XD347ZJDJHD9QAT","A2MCG5W6LHSRG9","Submitted","Mon Dec 09 13:22:22 PST 2019","Mon Dec 09 13:28:37 PST 2019","Mon Dec 09 16:28:37 PST 2019","","","","375","100% (93/93)","100% (67/67)","100% (37/37)","00000-062","Add one ball to make sure the green ball is touching the blue ball.","The balls fall, and the tiny red ball lands first because it was closest to the ground. The blue ball falls on top of it and rolls off to the left. It continues to roll left until it touches the green ball which fell straight to the ground from its starting position.","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-2.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/062/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-1.png","3","00000-062","2"
"3SX4X51T82RUHSXN8O71MUNXLWEOAF","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:21:58 PST 2019","3","BatchId:3864069;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:21:58 PST 2019","","","3XC1O3LBOV4UDNQTRYNSD24HVW8TLT","AKSJ3C5O3V9RB","Submitted","Mon Dec 09 13:22:56 PST 2019","Mon Dec 09 14:15:23 PST 2019","Mon Dec 09 17:15:23 PST 2019","","","","3147","100% (1/1)","0% (0/0)","0% (0/0)","00000-062","Add one ball to make sure the green ball is touching the blue ball.","The balls fall, and the tiny red ball lands first because it was closest to the ground. The blue ball falls on top of it and rolls off to the left. It continues to roll left until it touches the green ball which fell straight to the ground from its starting position.","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-2.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/062/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-1.png","3","00000-062","2"
"3SU800BH88AHHDO1T6GWB0UR70OQU1","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:21:58 PST 2019","3","BatchId:3864069;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:21:58 PST 2019","","","35L9RVQFCR07R4MS0IY4Q6XCXT6UHE","A1MJVTR0PCKBWW","Submitted","Mon Dec 09 13:40:51 PST 2019","Mon Dec 09 13:45:13 PST 2019","Mon Dec 09 16:45:13 PST 2019","","","","262","100% (1190/1190)","100% (304/304)","100% (188/188)","00000-033","Add one ball to make sure the green ball is touching the blue ball.","The blue ball fall from the top. The black platform is in the bottom, with a distance to the right wall slightly larger than the size of the red ball. The green ball was placed in the black platform. The purple bar in the left side.The red ball fall to the black platform and the green ball moves to the left side and the red ball at the right side.The purple bar at the left side.","2","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/033/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-2.png","2","00000-033","2"
"3SU800BH88AHHDO1T6GWB0UR70OQU1","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:21:58 PST 2019","3","BatchId:3864069;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:21:58 PST 2019","","","39GAF6DQWUIW08QE3J5OU5JOUBIV14","A34930YXVQ8SUT","Submitted","Mon Dec 09 13:22:17 PST 2019","Mon Dec 09 13:33:18 PST 2019","Mon Dec 09 16:33:18 PST 2019","","","","661","100% (21/21)","0% (0/0)","0% (0/0)","00000-033","Add one ball to make sure the green ball is touching the blue ball.","The blue ball fall from the top. The black platform is in the bottom, with a distance to the right wall slightly larger than the size of the red ball. The green ball was placed in the black platform. The purple bar in the left side.The red ball fall to the black platform and the green ball moves to the left side and the red ball at the right side.The purple bar at the left side.","2","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/033/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-2.png","1","00000-033","2"
"3SU800BH88AHHDO1T6GWB0UR70OQU1","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:21:58 PST 2019","3","BatchId:3864069;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:21:58 PST 2019","","","3KJYX6QCMCT3VP6IT8BUY5FAOSIJVW","A9K0CV70JWG1W","Submitted","Mon Dec 09 13:22:10 PST 2019","Mon Dec 09 13:25:36 PST 2019","Mon Dec 09 16:25:36 PST 2019","","","","206","100% (53/53)","100% (17/17)","0% (0/0)","00000-033","Add one ball to make sure the green ball is touching the blue ball.","The blue ball fall from the top. The black platform is in the bottom, with a distance to the right wall slightly larger than the size of the red ball. The green ball was placed in the black platform. The purple bar in the left side.The red ball fall to the black platform and the green ball moves to the left side and the red ball at the right side.The purple bar at the left side.","2","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/033/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-2.png","3","00000-033","2"
"3LN50BUKPXTTYB0SKF96K88YPD9LPB","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:21:58 PST 2019","3","BatchId:3864069;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:21:58 PST 2019","","","33LKR6A5KH2HNGMPYO59TNV3XQ2T1M","A24LC97AU3QC7G","Submitted","Mon Dec 09 13:27:15 PST 2019","Mon Dec 09 13:34:33 PST 2019","Mon Dec 09 16:34:33 PST 2019","","","","438","100% (159/159)","100% (109/109)","100% (79/79)","00000-097","Add one ball to make sure the green ball is touching the blue ball.","The blue and purple ball fall from the top. The black platform is in the bottom, with a distance to the right wall slightly larger than the size of the red ball. The red ball was placed in the black platform. The purple ball in the right side.The purple and blue ball fall to the black platform and the red ball moves to the left side and the blue ball at the right side.The purple bar at the left side.","1","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/097/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/097/no-solution-2.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/097/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/097/no-solution-1.png","1","00000-097","2"
